                                                   CITY OF MCALLEN
                                                TRAFFIC OPERATIONS
                     `                       N. Main St. & W. Shasta Ave.


HOUR BOUND: NORTH            BOUND:    SOUTH                     BOUND:     EAST       BOUND:      WEST
                                                       Bi-                                                        Bi-
  OF
 DAY   START      05/23/06   START      05/23/06   directional   START      05/23/06   START       05/23/06   directional
       counter    TMWIN      counter    TMWIN        totals      counter     TMWIN     counter     TMWIN        totals
 TIME      Thru totals           Thru totals         NB+SB           Thru totals           Thru totals          EB+WB       All
 0:00           8                     9                17                 0                     3                  3        20
 1:00          15                    10                25                 0                     0                  0        25
 2:00           7                     6                13                 0                     3                  3        16
 3:00           4                     1                 5                 0                     5                  5        10
 4:00           2                    13                15                 1                    18                 19        34
 5:00          23                    19                42                 5                    24                 29        71
 6:00          82                    122               204               12                    18                 30        234
 7:00          174                   209               383               12                    20                 32        415
 8:00          92                    82                174               17                    24                 41        215
 9:00          109                   118               227               10                    35                 45        272
 10:00         146                   102               248               18                    44                 62        310
 11:00         206                   150               356               17                    16                 33        389
 12:00         165                   145               310                8                    45                 53        363
 13:00         16                    52                68                14                    44                 58        126
 14:00         215                   152               367               18                    56                 74        441
 15:00         227                   143               370               20                    49                 69        439
 16:00         266                   184               450                9                    28                 37        487
 17:00         209                   215               424               23                    30                 53        477
 18:00         123                   121               244                8                    27                 35        279
 19:00         133                   101               234               12                    18                 30        264
 20:00         114                   78                192                8                    10                 18        210
 21:00         86                    41                127               18                     4                 22        149
 22:00         33                    36                69                17                     2                 19        88
 23:00         16                    20                36                 2                     6                  8        44
TOTAL         2471                  2129              4600               249                   529                778
TOTAL NB + SB      4600               TOTAL EB + WB               778         GRAND TOTAL           5378

