                                                   CITY OF MCALLEN
                                                TRAFFIC OPERATIONS
                     `                       N. 29th St. & W. Auburn Ave.


HOUR BOUND: NORTH            BOUND:    SOUTH                     BOUND:     EAST       BOUND:      WEST
                                                       Bi-                                                        Bi-
  OF
 DAY   START      01/23/06   START      01/23/06   directional   START      01/23/06   START       01/23/06   directional
       counter    TMWIN      counter    TMWIN        totals      counter     TMWIN     counter     TMWIN        totals
 TIME      Thru totals           Thru totals         NB+SB           Thru totals           Thru totals          EB+WB       All
 0:00          19                     3                22                 0                     8                  8        30
 1:00          10                     0                10                 0                     6                  6        16
 2:00           7                     2                 9                 1                     2                  3        12
 3:00           2                    16                18                 0                     1                  1        19
 4:00           4                    44                48                 0                     3                  3        51
 5:00          12                    191               203                0                     7                  7        210
 6:00          30                    84                114                2                    21                 23        137
 7:00          136                   68                204                1                    87                 88        292
 8:00          142                   82                224                4                    42                 46        270
 9:00          98                    69                167                8                    42                 50        217
 10:00         84                    60                144                9                    56                 65        209
 11:00         98                    64                162                8                    52                 60        222
 12:00         100                   84                184                5                    37                 42        226
 13:00         92                    94                186                8                    50                 58        244
 14:00         98                    102               200               14                    57                 71        271
 15:00         144                   115               259               12                    80                 92        351
 16:00         190                   114               304               12                    52                 64        368
 17:00         254                   85                339                2                    100                102       441
 18:00         242                   74                316                6                    75                 81        397
 19:00         149                   55                204                5                    51                 56        260
 20:00         125                   65                190                1                    39                 40        230
 21:00         118                   36                154                2                    24                 26        180
 22:00         108                   29                137                3                    15                 18        155
 23:00         88                    21                109                1                    15                 16        125
TOTAL         2350                  1557              3907               104                   922               1026
TOTAL NB + SB      3907               TOTAL EB + WB               1026        GRAND TOTAL           4933

