                                    Intersection: NC 205 at SR 1130 (Big Lick Road)/Liberty Hill Church Road
                                                                                  Count Number: 12-07096
                                                                               NCDOT Division Number: 10
                                                                                             County: Stanly
                                                                                              City: Oakboro
                                                                    12 Hour Count Volume: 6,476 vehicles

             Count Day & Date                      Count Time(s)                   Weather Conditions
          Tuesday, January 31, 2012         6 AM ­ 9 AM / 10 AM ­ 7 PM                   Clear

  Counter: Blaine Rowland
  Data Processor: Shannon Grubbs, EI
  Data Collection Method: Jamar Count Boards (Unit # D4-5870)

  NOTES
  1) Oakboro Elementary School is located less than 1 mile from the
     studied intersection and was in session on the date of the count,
     as were all Stanly County Schools.
  2) No pedestrians were observed.
  3) NB, WB, and EB approach grades are 0%, and SB is 1%.
  4) No highway construction was observed within a ¼ mile radius.
  5) Data collection equipment was operating correctly at time of
     count.
  6) Counter took a break from 1:15 ­ 1:45 PM. Data for this period
     was interpolated.                                                                                VICINITY MAP
  7) The counter did not have any additional notes.




Mekuria Engineering, Inc.  Post Office Box 10505, Raleigh, NC 27605  www.mekuriaengineering.com  phone: 919.833.8743
                                    Intersection: NC 205 at SR 1130 (Big Lick Road)/Liberty Hill Church Road
                                                                                  Count Number: 12-07096
                                                                               NCDOT Division Number: 10
                                                                                             County: Stanly
                                                                                              City: Oakboro
                                                                    12 Hour Count Volume: 6,476 vehicles



                              Intersection Leg Photographs ­ Facing Intersection




             NC Highway 205 ­ Northern Leg                              NC Highway 205 ­ Southern Leg




          Liberty Hill Church Road ­ Eastern Leg                    SR 1130 (Big Lick Road) ­ Western Leg




Mekuria Engineering, Inc.  Post Office Box 10505, Raleigh, NC 27605  www.mekuriaengineering.com  phone: 919.833.8743
                                    Intersection: NC 205 at SR 1130 (Big Lick Road)/Liberty Hill Church Road
                                                                                  Count Number: 12-07096
                                                                               NCDOT Division Number: 10
                                                                                             County: Stanly
                                                                                              City: Oakboro
                                                                    12 Hour Count Volume: 6,476 vehicles


                               Intersection Leg Photographs ­ Facing Upstream




             NC Highway 205 ­ Northern Leg                              NC Highway 205 ­ Southern Leg




          Liberty Hill Church Road ­ Eastern Leg                     SR 1130 (Big Lick Road) ­ Western Leg




Mekuria Engineering, Inc.  Post Office Box 10505, Raleigh, NC 27605  www.mekuriaengineering.com  phone: 919.833.8743
                                                      Mekuria Engineering, Inc.
                                           Post Office Box 10505, Raleigh, North Carolina 27605
Counted By: Blaine Rowland                                                                                                     File Name    : 12-07096
Weather Conditions: Clear                        phone: 919.833.8743 / fax: 919.833.1276                                       Site Code    : 01207096
NCDOT Division: 10                                                                                                             Start Date   : 1/31/2012
County: Stanly                                                                                                                 Page No      :1


                                               Groups Printed- Passenger Vehicles - Trucks (3+ Axles)
                         NC Highway 205           Liberty Hill Church Road          NC Highway 205           SR 1130 (Big Lick Road)
                            Southbound                   Westbound                     Northbound                   Eastbound
        Start Time    Right      Thru   Left       Right       Thru      Left   Right       Thru      Left    Right     Thru      Left       Int. Total
         06:00 AM         4        12     1            0          3        0         4        23        2        5         6         4              64
         06:15 AM         3        21     0            2          4        3         6        38        2        5        14         1              99
         06:30 AM         3        21     0            2          6        3         5        22        4        2        11         7              86
         06:45 AM         1        29     0            1          6        6       10         31        8        6         5         2             105
              Total     11         83     1            5         19       12       25        114       16       18        36       14              354

         07:00 AM        1       25       0            1         5        6         9        30         8        3         9         10           107
         07:15 AM        9       41       0            2         6        9         8        48        10       10        17         15           175
         07:30 AM        8       68       0            3         7        9        19        76        10       21        21         10           252
         07:45 AM        3       72       0            0         4       17        10        83        12       19        20         16           256
             Total      21      206       0            6        22       41        46       237        40       53        67         51           790

         08:00 AM       15       50       1            2         6        2         7        48         6        8         9          9           163
         08:15 AM        4       33       1            0         5        1         8        36        10        3         4          3           108
         08:30 AM        3       32       2            0         4        7        12        34         3        6         7          3           113
         08:45 AM        6       40       0            0         6       10         8        36        12        6        10          6           140
             Total      28      155       4            2        21       20        35       154        31       23        30         21           524

*** BREAK ***

         10:00 AM        3       21       0            2         7        3         7        22         3        4         2           4           78
         10:15 AM        0       25       1            0         5        6         3        19         2        6         7           4           78
         10:30 AM        2       28       0            0         2        2         8        32         8        3         9           1           95
         10:45 AM        2       25       1            0         4        2         9        19         5        5         7           0           79
             Total       7       99       2            2        18       13        27        92        18       18        25           9          330

         11:00 AM        4       29       0            3         5        2        10        25         4        2         2           3           89
         11:15 AM        6       30       0            3         3        2         5        32         4        4         5           4           98
         11:30 AM        1       23       0            1         7        5        12        32         4        7         1           0           93
         11:45 AM        2       28       1            0         3        4         6        29         4        6         8           1           92
             Total      13      110       1            7        18       13        33       118        16       19        16           8          372

         12:00 PM        3       26       0            1         7        8         7        43         4        7         6          3           115
         12:15 PM        3       24       0            0         8       10        10        31        19        7         7          1           120
         12:30 PM        3       27       2            1         5        8         5        30         6        3         8          5           103
         12:45 PM        6       35       0            0         9       12         5        18         6        5         1          4           101
             Total      15      112       2            2        29       38        27       122        35       22        22         13           439

         01:00 PM        0       22       2            0         6        8         6        50         0       10         4           4          112
         01:15 PM        4       30       2            1         8        9         7        41         3        7         5           2          119
         01:30 PM        4       30       2            1         8        9         7        41         3        7         5           2          119
         01:45 PM        7       37       1            2        10        9         8        32         5        4         4           0          119
             Total      15      119       7            4        32       35        28       164        11       28        18           8          469

         02:00 PM        2       41       1            0         6       11        17        44        12        8         6          2           150
         02:15 PM        1       29       0            1        10       10        14        45         5        9         4          5           133
         02:30 PM        5       39       0            3         7       12         8        50        12       11         8          3           158
         02:45 PM        8       48       1            0         3       10        11        42         4        8         6          4           145
             Total      16      157       2            4        26       43        50       181        33       36        24         14           586

         03:00 PM       13       49       3            3        10        5         8        42         6        5         4          7           155
         03:15 PM        6       55       2            2        13       14         8        43         7        9        12          2           173
         03:30 PM        5       51       3            2         9       13         5        41         7       11         6          7           160
         03:45 PM        6       45       3            1        15        8        11        48         7        5         6          3           158
