sanjose/10255_SJ_Health_Cntr_Draft_EIR.xml,US-101 SB OFF RAMP / SANTA CLARA ST / US-101 SB ON RAMP,Vehicles,9/8/2011,07:00-07:15,29,0,26,0,125,63,0,0,0,59,85,0,0,0,2,0
sanjose/10255_SJ_Health_Cntr_Draft_EIR.xml,US-101 SB OFF RAMP / SANTA CLARA ST / US-101 SB ON RAMP,Vehicles,9/8/2011,07:15-07:30,22,0,42,0,123,82,0,0,0,65,93,0,1,0,3,0
sanjose/10255_SJ_Health_Cntr_Draft_EIR.xml,US-101 SB OFF RAMP / SANTA CLARA ST / US-101 SB ON RAMP,Vehicles,9/8/2011,07:30-07:45,31,0,33,0,208,93,0,0,0,73,122,0,5,0,3,0
sanjose/10255_SJ_Health_Cntr_Draft_EIR.xml,US-101 SB OFF RAMP / SANTA CLARA ST / US-101 SB ON RAMP,Vehicles,9/8/2011,07:45-08:00,30,0,32,0,229,82,0,0,0,70,128,0,2,0,0,0
sanjose/10255_SJ_Health_Cntr_Draft_EIR.xml,US-101 SB OFF RAMP / SANTA CLARA ST / US-101 SB ON RAMP,Vehicles,9/8/2011,08:00-08:15,43,0,46,0,188,59,0,0,0,73,112,0,0,0,3,0
sanjose/10255_SJ_Health_Cntr_Draft_EIR.xml,US-101 SB OFF RAMP / SANTA CLARA ST / US-101 SB ON RAMP,Vehicles,9/8/2011,08:15-08:30,36,0,31,0,176,58,0,0,0,54,106,0,4,0,2,0
sanjose/10255_SJ_Health_Cntr_Draft_EIR.xml,US-101 SB OFF RAMP / SANTA CLARA ST / US-101 SB ON RAMP,Vehicles,9/8/2011,08:30-08:45,31,0,32,0,159,61,0,0,0,65,111,0,0,0,0,0
sanjose/10255_SJ_Health_Cntr_Draft_EIR.xml,US-101 SB OFF RAMP / SANTA CLARA ST / US-101 SB ON RAMP,Vehicles,9/8/2011,08:45-09:00,34,0,31,0,155,57,0,0,0,61,104,0,2,0,1,0
sanjose/10255_SJ_Health_Cntr_Draft_EIR.xml,US-101 ON RAMP / ALUM ROCK AVE / US-101 OFF RAMP,Vehicles,9/8/2011,07:00-07:15,0,0,0,116,166,0,11,0,25,0,66,45,0,0,2,0
sanjose/10255_SJ_Health_Cntr_Draft_EIR.xml,US-101 ON RAMP / ALUM ROCK AVE / US-101 OFF RAMP,Vehicles,9/8/2011,07:15-07:30,0,0,0,104,194,0,13,0,18,0,100,36,1,0,6,0
sanjose/10255_SJ_Health_Cntr_Draft_EIR.xml,US-101 ON RAMP / ALUM ROCK AVE / US-101 OFF RAMP,Vehicles,9/8/2011,07:30-07:45,0,0,0,61,254,0,13,0,24,0,83,57,4,1,2,0
sanjose/10255_SJ_Health_Cntr_Draft_EIR.xml,US-101 ON RAMP / ALUM ROCK AVE / US-101 OFF RAMP,Vehicles,9/8/2011,07:45-08:00,0,0,0,78,250,0,19,0,47,0,127,55,2,0,0,0
sanjose/10255_SJ_Health_Cntr_Draft_EIR.xml,US-101 ON RAMP / ALUM ROCK AVE / US-101 OFF RAMP,Vehicles,9/8/2011,08:00-08:15,0,0,0,97,240,0,24,0,24,0,112,34,0,0,4,0
sanjose/10255_SJ_Health_Cntr_Draft_EIR.xml,US-101 ON RAMP / ALUM ROCK AVE / US-101 OFF RAMP,Vehicles,9/8/2011,08:15-08:30,0,0,0,89,195,0,17,0,27,0,101,32,4,0,3,0
sanjose/10255_SJ_Health_Cntr_Draft_EIR.xml,US-101 ON RAMP / ALUM ROCK AVE / US-101 OFF RAMP,Vehicles,9/8/2011,08:30-08:45,0,0,0,88,197,0,22,0,23,0,108,40,0,0,1,0
sanjose/10255_SJ_Health_Cntr_Draft_EIR.xml,US-101 ON RAMP / ALUM ROCK AVE / US-101 OFF RAMP,Vehicles,9/8/2011,08:45-09:00,0,0,0,86,161,0,20,0,40,0,97,44,2,1,1,0
sanjose/740 777 West San Carlos TIA.xml,RACE ST / W. SAN CARLOS ST,Class 1,3/31/2015,07:00-07:15,26,16,12,22,185,6,3,44,39,3,50,20,4,1,1,5
sanjose/740 777 West San Carlos TIA.xml,RACE ST / W. SAN CARLOS ST,Class 1,3/31/2015,07:15-07:30,27,22,7,32,233,9,6,60,32,7,77,26,1,0,1,7
sanjose/740 777 West San Carlos TIA.xml,RACE ST / W. SAN CARLOS ST,Class 1,3/31/2015,07:30-07:45,26,27,14,48,213,10,5,57,37,19,109,46,6,1,4,6
sanjose/740 777 West San Carlos TIA.xml,RACE ST / W. SAN CARLOS ST,Class 1,3/31/2015,07:45-08:00,35,27,13,47,219,14,8,74,32,23,120,37,0,1,2,3
sanjose/740 777 West San Carlos TIA.xml,RACE ST / W. SAN CARLOS ST,Class 1,3/31/2015,08:00-08:15,44,41,13,34,172,11,9,57,24,12,105,33,1,0,0,7
sanjose/740 777 West San Carlos TIA.xml,RACE ST / W. SAN CARLOS ST,Class 1,3/31/2015,08:15-08:30,29,23,7,36,132,10,10,68,26,8,111,23,2,0,0,2
sanjose/740 777 West San Carlos TIA.xml,RACE ST / W. SAN CARLOS ST,Class 1,3/31/2015,08:30-08:45,27,19,13,25,122,4,9,46,25,12,103,30,7,0,0,5
sanjose/740 777 West San Carlos TIA.xml,RACE ST / W. SAN CARLOS ST,Class 1,3/31/2015,08:45-09:00,17,36,15,40,120,7,9,61,14,7,91,48,1,0,0,4
sanjose/740 777 West San Carlos TIA.xml,RACE ST / W. SAN CARLOS ST,Class 1,3/31/2015,16:00-16:15,56,45,42,13,100,3,12,29,16,20,215,26,1,2,4,15
sanjose/740 777 West San Carlos TIA.xml,RACE ST / W. SAN CARLOS ST,Class 1,3/31/2015,16:15-16:30,45,54,19,15,81,14,15,36,16,19,208,37,1,7,6,13
sanjose/740 777 West San Carlos TIA.xml,RACE ST / W. SAN CARLOS ST,Class 1,3/31/2015,16:30-16:45,63,56,23,13,113,10,15,35,20,8,241,29,2,2,2,7
sanjose/740 777 West San Carlos TIA.xml,RACE ST / W. SAN CARLOS ST,Class 1,3/31/2015,16:45-17:00,52,71,23,9,103,15,7,51,30,28,195,32,1,3,2,6
sanjose/740 777 West San Carlos TIA.xml,RACE ST / W. SAN CARLOS ST,Class 1,3/31/2015,17:00-17:15,49,53,21,19,127,15,17,38,23,20,217,30,2,6,6,11
sanjose/740 777 West San Carlos TIA.xml,RACE ST / W. SAN CARLOS ST,Class 1,3/31/2015,17:15-17:30,53,67,37,10,130,19,11,35,13,32,265,38,5,1,7,9
sanjose/740 777 West San Carlos TIA.xml,RACE ST / W. SAN CARLOS ST,Class 1,3/31/2015,17:30-17:45,49,68,31,21,109,14,28,30,17,25,225,33,6,1,3,6
sanjose/740 777 West San Carlos TIA.xml,RACE ST / W. SAN CARLOS ST,Class 1,3/31/2015,17:45-18:00,46,57,22,11,108,7,10,25,16,19,232,32,3,4,4,7
sanjose/740 777 West San Carlos TIA.xml,MONTGOMERY ST / W. SAN CARLOS ST / BIRD AVE,Class 1,3/31/2015,07:00-07:15,13,48,4,11,62,13,16,144,91,16,26,9,1,4,0,2
sanjose/740 777 West San Carlos TIA.xml,MONTGOMERY ST / W. SAN CARLOS ST / BIRD AVE,Class 1,3/31/2015,07:15-07:30,6,58,8,19,99,15,31,221,113,20,41,27,2,5,1,0
sanjose/740 777 West San Carlos TIA.xml,MONTGOMERY ST / W. SAN CARLOS ST / BIRD AVE,Class 1,3/31/2015,07:30-07:45,16,125,11,13,72,11,26,319,84,39,62,30,1,2,6,4
sanjose/740 777 West San Carlos TIA.xml,MONTGOMERY ST / W. SAN CARLOS ST / BIRD AVE,Class 1,3/31/2015,07:45-08:00,16,119,8,16,106,19,41,301,80,37,65,23,2,1,2,1
sanjose/740 777 West San Carlos TIA.xml,MONTGOMERY ST / W. SAN CARLOS ST / BIRD AVE,Class 1,3/31/2015,08:00-08:15,10,92,5,8,84,18,44,278,61,40,67,28,0,0,0,3
sanjose/740 777 West San Carlos TIA.xml,MONTGOMERY ST / W. SAN CARLOS ST / BIRD AVE,Class 1,3/31/2015,08:15-08:30,14,106,4,7,61,11,44,252,38,29,65,32,2,0,0,2
sanjose/740 777 West San Carlos TIA.xml,MONTGOMERY ST / W. SAN CARLOS ST / BIRD AVE,Class 1,3/31/2015,08:30-08:45,11,76,6,13,61,13,40,186,44,34,66,23,0,6,0,0
sanjose/740 777 West San Carlos TIA.xml,MONTGOMERY ST / W. SAN CARLOS ST / BIRD AVE,Class 1,3/31/2015,08:45-09:00,14,72,12,5,57,12,63,188,44,24,60,15,3,0,6,3
sanjose/740 777 West San Carlos TIA.xml,BIRD AVE / I-280 NB RAMP,Class 1,3/31/2015,07:00-07:15,29,82,0,142,36,21,0,192,45,0,0,0,0,5,0,2
sanjose/740 777 West San Carlos TIA.xml,BIRD AVE / I-280 NB RAMP,Class 1,3/31/2015,07:15-07:30,38,85,0,215,51,33,0,237,51,0,0,0,0,3,0,1
sanjose/740 777 West San Carlos TIA.xml,BIRD AVE / I-280 NB RAMP,Class 1,3/31/2015,07:30-07:45,45,140,0,221,41,42,0,352,61,0,0,0,0,3,3,1
sanjose/740 777 West San Carlos TIA.xml,BIRD AVE / I-280 NB RAMP,Class 1,3/31/2015,07:45-08:00,43,194,0,196,20,65,0,307,57,0,0,0,0,8,0,1
sanjose/740 777 West San Carlos TIA.xml,BIRD AVE / I-280 NB RAMP,Class 1,3/31/2015,08:00-08:15,60,139,0,165,4,50,0,367,62,0,0,0,0,4,0,1
sanjose/740 777 West San Carlos TIA.xml,BIRD AVE / I-280 NB RAMP,Class 1,3/31/2015,08:15-08:30,61,115,0,103,0,41,0,278,60,0,0,0,0,3,0,1
sanjose/740 777 West San Carlos TIA.xml,BIRD AVE / I-280 NB RAMP,Class 1,3/31/2015,08:30-08:45,45,120,0,103,0,35,0,276,70,0,0,0,0,1,0,0
sanjose/740 777 West San Carlos TIA.xml,BIRD AVE / I-280 NB RAMP,Class 1,3/31/2015,08:45-09:00,48,101,0,103,0,55,0,226,49,0,0,0,0,1,0,0
sanjose/740 777 West San Carlos TIA.xml,BIRD AVE / I-280 SB RAMP,Class 1,3/31/2015,07:00-07:15,0,51,58,0,0,0,49,186,0,20,0,38,0,0,0,1
sanjose/740 777 West San Carlos TIA.xml,BIRD AVE / I-280 SB RAMP,Class 1,3/31/2015,07:15-07:30,0,78,48,0,0,0,61,274,0,28,1,79,0,0,0,2
sanjose/740 777 West San Carlos TIA.xml,BIRD AVE / I-280 SB RAMP,Class 1,3/31/2015,07:30-07:45,0,107,114,0,0,0,68,279,0,26,2,80,0,0,0,0
sanjose/740 777 West San Carlos TIA.xml,BIRD AVE / I-280 SB RAMP,Class 1,3/31/2015,07:45-08:00,0,144,93,0,0,0,55,297,0,31,0,98,0,0,0,0
sanjose/740 777 West San Carlos TIA.xml,BIRD AVE / I-280 SB RAMP,Class 1,3/31/2015,08:00-08:15,0,103,79,0,0,0,69,286,0,33,1,105,0,2,0,2
sanjose/740 777 West San Carlos TIA.xml,BIRD AVE / I-280 SB RAMP,Class 1,3/31/2015,08:15-08:30,0,80,78,0,0,0,60,250,0,23,1,113,0,2,0,0
